#ZVView-data-copy:  12-Mar-2026 01:30:19
#=======================================
#
#name:   CENDL-3.2: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  45407
#data...
#            X            Y
#          MeV        barns
     3.0622e-6      34.8806 
    3.07273e-6      37.4079 
    3.08325e-6      40.2242 
    3.11062e-6      48.1415 
    3.11763e-6      49.9917 
    3.12465e-6      51.5994 
    3.13166e-6      52.8686 
    3.13693e-6      53.5445 
    3.14331e-6      53.9969 
    3.14696e-6      54.0595 
    3.15271e-6      53.8554 
    3.15833e-6      53.2966 
    3.16464e-6      52.2571 
     3.1699e-6       51.084 
    3.17517e-6      49.6654 
    3.18113e-6      47.8108 
    3.19008e-6      44.6756 
    3.20955e-6      37.3712 
    3.21656e-6      34.8672 
    3.22358e-6      32.5325 
     3.2306e-6      30.4019 
    3.23761e-6      28.4929 
    3.24288e-6      27.2087 
    3.24814e-6      26.0486 
     3.2534e-6      25.0074 
    3.25866e-6      24.0786 
    3.26568e-6      23.0019 
     3.2727e-6      22.0924 
    3.27971e-6      21.3314 
    3.28673e-6       20.701 
    3.29375e-6      20.1854 
    3.30076e-6      19.7703 
    3.30778e-6      19.4436 
    3.31795e-6      19.1065 
    3.32795e-6      18.9113 
    3.33962e-6      18.8305 
    3.35128e-6      18.8893 
    3.36128e-6      19.0413 
    3.37163e-6      19.2929 
    3.38215e-6       19.646 
    3.39268e-6      20.0997 
     3.4032e-6        20.66 
    3.41373e-6      21.3369 
    3.42552e-6       22.252 
    3.43509e-6      23.1334 
    3.44449e-6       24.143 
    3.45374e-6      25.2975 
    3.46299e-6      26.6421 
    3.46993e-6      27.7974 
    3.47686e-6      29.0998 
     3.4838e-6      30.5724 
    3.49074e-6       32.242 
    3.49768e-6      34.1402 
    3.50461e-6      36.3029 
    3.51155e-6      38.7695 
    3.51617e-6      40.6035 
     3.5208e-6      42.6035 
    3.52542e-6      44.7809 
    3.53005e-6      47.1456 
    3.53467e-6      49.7046 
    3.54161e-6      53.9123 
    3.54855e-6      58.5471 
    3.55548e-6      63.5526 
    3.57398e-6      77.6819 
    3.58092e-6       82.637 
    3.58554e-6      85.5998 
    3.59063e-6      88.4082 
    3.59479e-6       90.268 
    3.59896e-6      91.6639 
    3.60358e-6      92.6032 
    3.60821e-6      92.8415 
    3.61167e-6       92.537 
    3.61625e-6      91.4886 
    3.61963e-6      90.2487 
      3.623e-6      88.6255 
    3.62763e-6      85.8164 
    3.63225e-6      82.3962 
    3.63642e-6      78.8696 
    3.64058e-6      74.9966 
    3.64752e-6      67.9945 
    3.66185e-6      52.8135 
     3.6674e-6      47.1674 
    3.67295e-6      41.8446 
    3.67688e-6      38.3153 
    3.68104e-6      34.8207 
    3.68417e-6      32.3711 
    3.68729e-6      30.0712 
    3.69041e-6      27.9209 
    3.69388e-6      25.7031 
    3.69753e-6      23.5645 
    3.70117e-6      21.6133 
    3.70482e-6      19.8395 
    3.70846e-6      18.2318 
     3.7109e-6      17.2464 
    3.71379e-6      16.1564 
    3.71669e-6      15.1525 
    3.71959e-6       14.229 
    3.72249e-6      13.3798 
    3.72538e-6      12.5995 
    3.72828e-6      11.8826 
    3.73118e-6       11.224 
    3.73508e-6      10.4213 
    3.73809e-6      9.86154 
     3.7411e-6      9.34869 
    3.74411e-6      8.87854 
    3.74812e-6       8.3115 
    3.75213e-6      7.80538 
    3.75614e-6      7.35291 
    3.76016e-6      6.94766 
    3.76417e-6      6.58397 
     3.7684e-6      6.23965 
    3.77286e-6      5.91557 
    3.77732e-6      5.62569 
    3.78178e-6      5.36546 
    3.78624e-6      5.13092 
    3.79069e-6      4.91862 
    3.79738e-6      4.63538 
    3.80184e-6      4.46632 
    3.80897e-6      4.22267 
     3.8161e-6       4.0058 
    3.82324e-6      3.80993 
    3.83037e-6      3.63065 
    3.83929e-6      3.42499 
     3.8482e-6       3.2361 
    3.85712e-6      3.06203 
    3.86773e-6      2.87401 
    3.87526e-6      2.75407 
    3.88338e-6       2.6389 
    3.89189e-6      2.53519 
    3.89858e-6      2.46698 
    3.90527e-6       2.4109 
    3.91329e-6       2.3598 
    3.92131e-6      2.32603 
    3.92666e-6      2.31269 
    3.93558e-6      2.30546 
     3.9445e-6      2.31485 
    3.95341e-6      2.33807 
    3.96679e-6      2.39254 
    3.98016e-6      2.46269 
    4.03366e-6      2.78226 
     4.0604e-6      2.92786 
    4.08715e-6      3.05688 
    4.12282e-6      3.20543 
    4.15848e-6      3.33194 
    4.19415e-6      3.44117 
    4.23873e-6      3.55923 
    4.29556e-6      3.68856 
    4.47995e-6      4.05109 
    4.52724e-6      4.15923 
    4.55906e-6      4.24576 
    4.59111e-6      4.35167 
    4.61532e-6      4.45096 
    4.63952e-6      4.57605 
    4.66034e-6      4.71545 
    4.67596e-6      4.84962 
    4.68656e-6      4.96185 
    4.69737e-6      5.10075 
    4.70818e-6       5.2742 
    4.71628e-6       5.4359 
    4.72439e-6      5.63508 
    4.73152e-6      5.85197 
    4.73687e-6      6.04787 
    4.74222e-6      6.27952 
    4.74756e-6      6.55485 
    4.75291e-6      6.88308 
    4.75778e-6      7.23611 
    4.76264e-6      7.64985 
    4.76588e-6      7.96365 
     4.7702e-6      8.43425 
    4.77453e-6      8.96939 
    4.77885e-6      9.57344 
    4.78317e-6      10.2492 
    4.78749e-6      10.9974 
    4.79182e-6       11.816 
    4.79614e-6      12.6996 
    4.80262e-6      14.1258 
    4.81775e-6      17.6332 
    4.82424e-6      19.0255 
    4.82834e-6      19.8104 
    4.83223e-6      20.4593 
     4.8358e-6      20.9572 
    4.83904e-6      21.3189 
    4.84282e-6      21.6209 
    4.84606e-6      21.7707 
    4.84931e-6      21.8162 
     4.8519e-6      21.7767 
    4.85579e-6      21.5922 
    4.85936e-6      21.2953 
    4.86357e-6      20.7972 
    4.86789e-6      20.1379 
    4.87221e-6       19.351 
    4.87654e-6      18.4629 
    4.88297e-6      17.0147 
    4.89496e-6      14.1907 
    4.90064e-6      12.9169 
    4.90594e-6      11.8102 
    4.90947e-6      11.1278 
    4.91301e-6      10.4942 
    4.91619e-6       9.9674 
    4.92043e-6      9.32975 
    4.92467e-6      8.76498 
    4.92891e-6      8.27003 
    4.93315e-6      7.84042 
    4.93739e-6      7.47072 
    4.94093e-6      7.20412 
    4.94446e-6      6.97151 
      4.948e-6      6.76941 
     4.9533e-6      6.51627 
     4.9586e-6      6.31404 
     4.9639e-6      6.15365 
    4.96991e-6      6.01277 
    4.97627e-6      5.90123 
    4.98264e-6      5.81999 
    4.99112e-6      5.74769 
     4.9996e-6      5.70648 
     5.0102e-6      5.68727 
    5.01374e-6      5.68721 
    5.02788e-6      5.71203 
    5.04201e-6      5.76912 
    5.05615e-6      5.85194 
    5.07382e-6      5.98623 
     5.0915e-6      6.15137 
    5.10917e-6      6.34596 
    5.12684e-6      6.56996 
    5.14492e-6      6.83052 
    5.16301e-6      7.12431 
    5.18109e-6      7.45321 
    5.19917e-6      7.81923 
    5.21751e-6      8.23026 
    5.23585e-6      8.68303 
    5.25418e-6       9.1785 
    5.27252e-6      9.71662 
     5.2944e-6      10.4123 
    5.31629e-6      11.1603 
     5.3587e-6      12.7126 
    5.40394e-6      14.3779 
    5.42515e-6      15.0978 
    5.44777e-6      15.7835 
    5.46897e-6       16.326 
    5.49018e-6       16.755 
    5.51068e-6      17.0541 
    5.53083e-6      17.2371 
     5.5538e-6      17.3204 
    5.57339e-6      17.2991 
    5.60277e-6      17.1414 
    5.63216e-6      16.8818 
    5.71161e-6      16.0642 
     5.7415e-6      15.8313 
    5.77139e-6      15.6877 
    5.79414e-6      15.6543 
    5.81742e-6      15.7011 
    5.83786e-6      15.8208 
    5.85831e-6      16.0255 
    5.87875e-6       16.329 
    5.89879e-6      16.7389 
    5.91382e-6      17.1319 
    5.92885e-6      17.6103 
    5.94387e-6      18.1876 
     5.9589e-6      18.8799 
    5.97033e-6      19.4954 
    5.98176e-6      20.1985 
    5.99318e-6      21.0006 
    6.00461e-6      21.9139 
    6.01604e-6      22.9518 
    6.02747e-6       24.128 
    6.03889e-6       25.456 
    6.05032e-6      26.9474 
    6.06175e-6      28.6104 
    6.07318e-6      30.4465 
     6.0846e-6      32.4483 
    6.09603e-6      34.5955 
    6.13488e-6       42.361 
    6.15048e-6        45.23 
    6.16299e-6      47.2051 
    6.17374e-6      48.5908 
    6.18516e-6      49.7094 
    6.19659e-6      50.4595 
    6.20973e-6      50.9278 
    6.24001e-6      51.4121 
     6.2503e-6      51.9072 
    6.25801e-6      52.6069 
    6.26344e-6      53.3377 
    6.26958e-6      54.4662 
    6.27451e-6      55.6483 
    6.27944e-6      57.1176 
    6.28437e-6      58.9122 
    6.28929e-6      61.0692 
    6.29401e-6      63.5034 
    6.29829e-6      66.0532 
    6.30258e-6      68.9392 
    6.30686e-6      72.1702 
    6.30972e-6      74.5168 
    6.31543e-6      79.6627 
    6.32115e-6      85.3746 
    6.32686e-6      91.5732 
    6.33543e-6      101.505 
    6.34535e-6      113.224 
    6.35242e-6      121.074 
    6.35794e-6       126.55 
    6.36345e-6      131.184 
    6.36759e-6      133.969 
    6.37173e-6      136.066 
    6.37587e-6      137.405 
    6.38001e-6      137.931 
    6.38415e-6       137.61 
    6.38868e-6      136.274 
    6.39326e-6      133.888 
     6.3974e-6      130.873 
    6.40209e-6      126.543 
    6.40678e-6      121.345 
    6.41092e-6      116.143 
    6.41643e-6      108.491 
    6.42471e-6      96.0044 
    6.43713e-6      76.6866 
    6.44265e-6      68.4428 
    6.44679e-6      62.5499 
    6.45093e-6      56.9638 
    6.45507e-6      51.7226 
     6.4592e-6      46.8518 
    6.46334e-6       42.365 
     6.4661e-6      39.5892 
    6.46886e-6      36.9844 
    6.47162e-6       34.548 
    6.47438e-6      32.2756 
    6.47714e-6      30.1623 
     6.4799e-6      28.2018 
    6.48266e-6      26.3874 
    6.48542e-6      24.7118 
    6.48818e-6      23.1673 
    6.49094e-6      21.7461 
     6.4937e-6      20.4404 
    6.49659e-6      19.1849 
    6.49949e-6      18.0391 
    6.50239e-6      16.9943 
    6.50529e-6      16.0422 
    6.50818e-6      15.1749 
    6.51094e-6       14.421 
    6.51453e-6      13.5359 
    6.51812e-6      12.7471 
     6.5217e-6      12.0435 
    6.52529e-6       11.415 
    6.52888e-6      10.8529 
    6.53247e-6      10.3492 
    6.53605e-6        9.897 
    6.54019e-6       9.4314 
    6.54488e-6      8.96654 
    6.54956e-6      8.55857 
    6.55425e-6      8.19906 
    6.55893e-6      7.88102 
    6.56362e-6       7.5986 
    6.57065e-6      7.23127 
    6.57733e-6      6.93411 
    6.58333e-6      6.70336 
    6.59133e-6      6.43951 
    6.59933e-6      6.21723 
    6.60732e-6      6.02931 
    6.61532e-6      5.87015 
    6.62732e-6      5.67605 
    6.63931e-6       5.5259 
    6.65102e-6      5.41418 
    6.66272e-6       5.3314 
    6.67442e-6      5.27366 
    6.68613e-6      5.23816 
    6.69861e-6      5.22259 
    6.71265e-6      5.23073 
     6.7267e-6      5.26498 
     6.7423e-6      5.33354 
    6.75791e-6      5.43543 
    6.77351e-6      5.57334 
    6.78911e-6      5.75162 
    6.80316e-6      5.95179 
     6.8172e-6      6.19615 
    6.82891e-6      6.43963 
    6.84061e-6      6.72618 
    6.85231e-6      7.06424 
    6.86011e-6      7.32356 
    6.86792e-6      7.61481 
    6.87572e-6      7.94313 
    6.88352e-6      8.31495 
    6.89132e-6       8.7384 
    6.89913e-6      9.22385 
    6.90498e-6      9.63653 
    6.91083e-6      10.0986 
    6.91668e-6      10.6186 
    6.92253e-6      11.2069 
