#ZVView-data-copy:  12-Mar-2026 01:26:21
#=======================================
#
#name:   JEFF-4.0: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  82122
#data...
#            X            Y
#          MeV        barns
    1.61256e-7      189.328 
     1.6534e-7      187.032 
    1.69362e-7      184.989 
    1.73385e-7      183.161 
    1.77408e-7       181.55 
     1.8143e-7      180.158 
    1.85453e-7      178.988 
    1.89475e-7      178.044 
    1.93497e-7      177.329 
     1.9752e-7      176.848 
          2e-7      176.671 
    2.03008e-7      176.579 
    2.06016e-7      176.625 
    2.09024e-7      176.809 
    2.12031e-7      177.133 
    2.15039e-7      177.596 
    2.18047e-7      178.199 
    2.21055e-7       178.94 
    2.24063e-7      179.816 
    2.26797e-7      180.726 
    2.29531e-7      181.738 
    2.32266e-7      182.846 
       2.35e-7      184.043 
    2.39102e-7      185.983 
    2.43203e-7      188.063 
    2.47305e-7      190.233 
    2.51406e-7      192.436 
    2.53457e-7      193.529 
    2.55508e-7      194.603 
    2.57559e-7      195.649 
    2.59609e-7      196.657 
     2.6166e-7      197.617 
    2.63711e-7      198.519 
    2.65762e-7      199.351 
    2.67812e-7      200.105 
        2.7e-7      200.811 
    2.72343e-7      201.444 
    2.74685e-7      201.935 
    2.77027e-7      202.276 
     2.7937e-7      202.455 
    2.81713e-7      202.466 
    2.84055e-7      202.304 
    2.85666e-7      202.089 
    2.87276e-7      201.791 
    2.88886e-7      201.408 
    2.90497e-7      200.941 
    2.92107e-7      200.391 
    2.93718e-7       199.76 
    2.95328e-7      199.049 
    2.96939e-7      198.261 
    2.98549e-7      197.398 
     3.0016e-7      196.462 
    3.03381e-7      194.388 
    3.06602e-7      192.067 
    3.09822e-7      189.529 
    3.14215e-7      185.779 
    3.18607e-7      181.773 
    3.22999e-7      177.588 
    3.27391e-7      173.296 
    3.31783e-7      168.962 
    3.36176e-7      164.638 
    3.38372e-7      162.494 
    3.40568e-7      160.368 
    3.42764e-7      158.265 
     3.4496e-7      156.187 
    3.48291e-7      153.092 
    3.51622e-7      150.072 
    3.54953e-7      147.133 
    3.58284e-7      144.279 
    3.61615e-7      141.513 
    3.64946e-7      138.837 
    3.68277e-7      136.252 
    3.71608e-7      133.755 
    3.74938e-7      131.348 
    3.78269e-7      129.026 
      3.816e-7      126.789 
    3.84931e-7      124.634 
    3.88262e-7      122.558 
    3.91593e-7      120.559 
    3.94924e-7      118.633 
    3.98255e-7      116.777 
    4.01586e-7      114.989 
    4.04917e-7      113.265 
    4.08248e-7      111.603 
    4.11579e-7          110 
     4.1491e-7      108.454 
    4.18241e-7      106.961 
    4.21572e-7       105.52 
    4.24903e-7      104.127 
    4.27779e-7      102.962 
    4.30656e-7      101.831 
    4.33533e-7      100.731 
    4.36409e-7      99.6627 
    4.39286e-7      98.6233 
    4.42163e-7      97.6121 
     4.4504e-7      96.6281 
    4.47916e-7      95.6702 
    4.50793e-7      94.7373 
     4.5367e-7      93.8285 
    4.56546e-7       92.943 
    4.59423e-7      92.0799 
    4.65177e-7      90.4175 
     4.7093e-7      88.8353 
    4.75775e-7      87.5612 
     4.8062e-7      86.3374 
    4.85465e-7      85.1613 
     4.9031e-7      84.0305 
          5e-7      81.8935 
    5.15625e-7      78.7485 
     5.3125e-7      75.9231 
    5.46875e-7      73.3785 
      5.625e-7      71.0779 
    5.78125e-7      68.9908 
     5.9375e-7      67.0926 
    6.09375e-7      65.3634 
       6.25e-7      63.7868 
    6.40625e-7      62.3495 
     6.5625e-7      61.0407 
    6.71875e-7      59.8519 
      6.875e-7      58.7761 
    7.03125e-7       57.808 
     7.1875e-7       56.944 
    7.34375e-7      56.1816 
        7.5e-7      55.5199 
    7.73437e-7      54.7172 
    7.96875e-7        54.15 
      8.125e-7      53.9102 
    8.28125e-7      53.7894 
    8.39844e-7      53.7827 
    8.51563e-7      53.8535 
    8.63281e-7      54.0083 
       8.75e-7      54.2546 
    8.86719e-7      54.6014 
    8.98438e-7      55.0592 
    9.10156e-7      55.6395 
    9.21875e-7      56.3572 
    9.31641e-7      57.0754 
    9.41406e-7      57.9184 
    9.51172e-7      58.9011 
    9.60938e-7      60.0405 
    9.70703e-7       61.356 
    9.80469e-7      62.8707 
    9.90234e-7      64.6113 
    9.95117e-7      65.5756 
          1e-6      66.6081 
     1.0077e-6      68.3866 
    1.01541e-6      70.3641 
    1.02311e-6      72.5589 
    1.03082e-6      74.9884 
    1.03852e-6       77.668 
    1.04622e-6      80.6082 
    1.05393e-6      83.8112 
    1.06163e-6       87.265 
    1.06573e-6       89.194 
    1.06983e-6      91.1769 
    1.07802e-6      95.2574 
    1.08622e-6      99.3789 
    1.09442e-6      103.354 
    1.10261e-6      106.927 
    1.10671e-6      108.468 
    1.11081e-6      109.788 
    1.11491e-6      110.842 
      1.119e-6       111.59 
     1.1231e-6       111.99 
     1.1272e-6      112.009 
    1.13224e-6      111.469 
    1.13729e-6      110.279 
    1.14233e-6      108.432 
    1.14737e-6      105.946 
    1.15116e-6      103.689 
    1.15494e-6      101.125 
    1.15872e-6      98.2886 
    1.16251e-6      95.2191 
    1.16629e-6      91.9589 
    1.17007e-6      88.5525 
    1.17386e-6      85.0443 
    1.17764e-6      81.4789 
     1.1852e-6      74.3314 
    1.19277e-6      67.3931 
    1.20034e-6      60.8707 
    1.20412e-6      57.8099 
     1.2079e-6       54.898 
    1.21395e-6      50.5612 
    1.21697e-6      48.5433 
       1.22e-6      46.6251 
    1.22302e-6      44.8052 
    1.22605e-6      43.0814 
    1.22907e-6      41.4511 
     1.2321e-6      39.9114 
    1.23512e-6      38.4591 
    1.23815e-6      37.0911 
    1.24118e-6      35.8041 
     1.2442e-6      34.5949 
    1.24723e-6      33.4608 
    1.25025e-6      32.3991 
    1.25328e-6      31.4075 
     1.2563e-6      30.4841 
    1.26121e-6      29.1254 
    1.26613e-6      27.9382 
    1.27104e-6      26.9189 
    1.27596e-6      26.0641 
    1.28087e-6      25.3683 
    1.28578e-6      24.8214 
     1.2907e-6      24.4072 
    1.29561e-6      24.1024 
    1.30427e-6      23.7407 
    1.31292e-6      23.4527 
    1.31878e-6      23.2257 
    1.32463e-6      22.9429 
    1.33048e-6      22.5991 
    1.33633e-6       22.204 
    1.34218e-6      21.7754 
    1.34803e-6      21.3336 
    1.35388e-6      20.8962 
    1.35973e-6      20.4761 
    1.36754e-6      19.9553 
    1.37534e-6      19.4861 
    1.38055e-6      19.2018 
    1.38575e-6      18.9389 
    1.39617e-6      18.4705 
    1.40658e-6      18.0674 
    1.41699e-6      17.7176 
     1.4248e-6      17.4844 
    1.43261e-6      17.2723 
    1.44822e-6      16.9006 
    1.46384e-6      16.5845 
    1.47945e-6      16.3113 
    1.49377e-6      16.0901 
    1.50808e-6      15.8906 
     1.5224e-6       15.709 
    1.53671e-6      15.5423 
    1.55103e-6      15.3882 
    1.56534e-6      15.2447 
    1.59397e-6      14.9834 
     1.6226e-6      14.7495 
    1.65123e-6      14.5373 
    1.67986e-6      14.3436 
    1.70849e-6       14.167 
    1.72411e-6      14.0778 
    1.73973e-6      13.9939 
    1.75534e-6      13.9156 
    1.77096e-6      13.8434 
    1.78918e-6      13.7683 
    1.79829e-6       13.735 
     1.8074e-6      13.7051 
    1.81651e-6      13.6788 
    1.82562e-6      13.6566 
    1.83473e-6      13.6393 
    1.84384e-6      13.6275 
    1.85229e-6      13.6224 
    1.86075e-6       13.624 
    1.86921e-6      13.6334 
    1.87767e-6      13.6525 
     1.8819e-6      13.6662 
    1.88613e-6      13.6832 
    1.89036e-6      13.7038 
    1.89459e-6      13.7284 
    1.89882e-6      13.7575 
    1.90305e-6      13.7917 
    1.90728e-6      13.8317 
    1.91151e-6      13.8783 
    1.91639e-6      13.9415 
    1.92127e-6      14.0165 
    1.92615e-6      14.1055 
    1.92859e-6      14.1561 
    1.93103e-6      14.2113 
    1.93347e-6      14.2716 
    1.93591e-6      14.3373 
    1.93835e-6      14.4092 
    1.94079e-6      14.4878 
    1.94323e-6      14.5739 
    1.94567e-6      14.6682 
    1.94811e-6      14.7718 
    1.95055e-6      14.8854 
    1.95234e-6      14.9759 
    1.95413e-6      15.0729 
    1.95592e-6      15.1769 
    1.95771e-6      15.2885 
     1.9595e-6      15.4083 
    1.96129e-6      15.5368 
    1.96307e-6      15.6748 
